stt,filename,file_path,full_text,nominal,upper_tol,lower_tol,case_type,has_fraction_line,is_boxed,angle
841,syn_000841.png,images/syn_000841.png,0.314±0.002,0.314,+0.002,-0.002,symmetric_tight,False,False,0.72
842,syn_000842.png,images/syn_000842.png,R3MAX,R3MAX,,,simple_radius_corner,False,False,-0.03
843,syn_000843.png,images/syn_000843.png,90°2',90°2',,,angle_dms_min,False,False,-58.63
844,syn_000844.png,images/syn_000844.png,10.50 +0.005/0,10.50,+0.005,0,stacked_fraction,True,False,4.68
845,syn_000845.png,images/syn_000845.png,4.04±0.1,4.04,+0.1,-0.1,symmetric_tight,False,False,0.5
846,syn_000846.png,images/syn_000846.png,11.065 +0.008/+0.005,11.065,+0.008,+0.005,stacked_fraction,True,False,-0.69
847,syn_000847.png,images/syn_000847.png,90°31',90°31',,,angle_dms_min,False,False,0.43
848,syn_000848.png,images/syn_000848.png,Ø26.197 +0.005/0,Ø26.197,+0.005,0,stacked_fraction,True,False,-0.34
849,syn_000849.png,images/syn_000849.png,4.026 +0.015/0,4.026,+0.015,0,stacked_normal,False,False,-0.52
850,syn_000850.png,images/syn_000850.png,C0.2,C0.2,,,simple_chamfer,False,False,0.62
851,syn_000851.png,images/syn_000851.png,80.426 +0.003/0,80.426,+0.003,0,stacked_normal,False,False,0.27
852,syn_000852.png,images/syn_000852.png,28°17',28°17',,,angle_dms_min,False,False,-0.32
853,syn_000853.png,images/syn_000853.png,0.2847 +0.03/0,0.2847,+0.03,0,stacked_normal,False,False,0.69
854,syn_000854.png,images/syn_000854.png,0.3565 -0.002/-0.004,0.3565,-0.002,-0.004,stacked_fraction,True,False,-0.72
855,syn_000855.png,images/syn_000855.png,"0°51'28""","0°51'28""",,,angle_dms_full,False,False,-30.26
856,syn_000856.png,images/syn_000856.png,1.571°,1.571°,,,angle_decimal_deg,False,False,-0.78
857,syn_000857.png,images/syn_000857.png,Ø26.197±0.1,Ø26.197,+0.1,-0.1,symmetric_tight,False,False,0.69
858,syn_000858.png,images/syn_000858.png,M16 0/-0.05,M16,0,-0.05,stacked_normal,False,False,-0.16
859,syn_000859.png,images/syn_000859.png,0.25 +0.05/0,0.25,+0.05,0,stacked_fraction,True,False,-0.22
860,syn_000860.png,images/syn_000860.png,14.941±0.025,14.941,+0.025,-0.025,symmetric_tight,False,False,0.72
861,syn_000861.png,images/syn_000861.png,Ø24 +0.01/-0.03,Ø24,+0.01,-0.03,stacked_fraction,True,False,2.61
862,syn_000862.png,images/syn_000862.png,0.290 0/-0.02,0.290,0,-0.02,stacked_normal,False,False,0.09
863,syn_000863.png,images/syn_000863.png,Ø73.65 +0.002/0,Ø73.65,+0.002,0,stacked_normal,False,False,0.48
864,syn_000864.png,images/syn_000864.png,15°±1°,15°,+1°,-1°,angle_dms_tol,False,False,-45.52
865,syn_000865.png,images/syn_000865.png,62.271 +0.004/+0.001,62.271,+0.004,+0.001,stacked_normal,False,False,-0.11
866,syn_000866.png,images/syn_000866.png,0.0273 +0.012/+0.01,0.0273,+0.012,+0.01,stacked_normal,False,False,-0.75
867,syn_000867.png,images/syn_000867.png,0.2462 +0.002/0,0.2462,+0.002,0,stacked_normal,False,False,0.58
868,syn_000868.png,images/syn_000868.png,10.50±0.025,10.50,+0.025,-0.025,symmetric_tight,False,False,-0.54
869,syn_000869.png,images/syn_000869.png,M12,M12,,,simple_thread_qty,False,False,0.57
870,syn_000870.png,images/syn_000870.png,30°±30',30°,+30',-30',angle_dms_tol,False,False,-0.48
871,syn_000871.png,images/syn_000871.png,C73.65 +0.004/+0.002,C73.65,+0.004,+0.002,stacked_normal,False,False,0.22
872,syn_000872.png,images/syn_000872.png,15.80 +0.008/+0.005,15.80,+0.008,+0.005,stacked_fraction,True,False,-0.56
873,syn_000873.png,images/syn_000873.png,"5°54'13""","5°54'13""",,,angle_dms_full,False,False,-28.65
874,syn_000874.png,images/syn_000874.png,Ø80.027 +0.005/0,Ø80.027,+0.005,0,stacked_normal,False,False,-0.15
875,syn_000875.png,images/syn_000875.png,60°±0.5°,60°,+0.5°,-0.5°,angle_dms_tol,False,False,-61.42
876,syn_000876.png,images/syn_000876.png,73.65 +0.015/-0.03,73.65,+0.015,-0.03,stacked_normal,False,False,0.13
877,syn_000877.png,images/syn_000877.png,75,75,,,simple_nominal_plain,False,False,0.69
878,syn_000878.png,images/syn_000878.png,56.003 +0.003/0,56.003,+0.003,0,stacked_normal,False,False,-0.27
879,syn_000879.png,images/syn_000879.png,Ø0.290 +0.002/0,Ø0.290,+0.002,0,stacked_fraction,True,False,4.28
880,syn_000880.png,images/syn_000880.png,Ø0.2854±0.015,Ø0.2854,+0.015,-0.015,symmetric_tight,False,False,-0.68
881,syn_000881.png,images/syn_000881.png,C57.63 +0.01/0,C57.63,+0.01,0,stacked_fraction,True,False,-0.44
882,syn_000882.png,images/syn_000882.png,50 REF,50 REF,,,simple_boxed_ref,False,False,-0.77
883,syn_000883.png,images/syn_000883.png,56.003 0/-0.003,56.003,0,-0.003,stacked_normal,False,False,-0.5
884,syn_000884.png,images/syn_000884.png,Ø35.497±0.015,Ø35.497,+0.015,-0.015,symmetric_tight,False,False,0.32
885,syn_000885.png,images/syn_000885.png,4.026 -0.005/-0.007,4.026,-0.005,-0.007,stacked_fraction,True,False,0.09
886,syn_000886.png,images/syn_000886.png,30°4',30°4',,,angle_dms_min,False,False,31.49
887,syn_000887.png,images/syn_000887.png,"60° 3' 49""","60° 3' 49""",,,angle_dms_full,False,False,-58.6
888,syn_000888.png,images/syn_000888.png,Ø4.026 +0.008/+0.005,Ø4.026,+0.008,+0.005,stacked_fraction,True,False,0.17
889,syn_000889.png,images/syn_000889.png,R0.03,R0.03,,,simple_radius_corner,False,False,-0.44
890,syn_000890.png,images/syn_000890.png,73.65,73.65,,,simple_boxed_ref,False,True,-0.57
891,syn_000891.png,images/syn_000891.png,Ø71.725 +0.012/+0.01,Ø71.725,+0.012,+0.01,stacked_fraction,True,False,-0.37
892,syn_000892.png,images/syn_000892.png,C16±0.02,C16,+0.02,-0.02,symmetric_tight,False,False,-0.61
893,syn_000893.png,images/syn_000893.png,C0.3,C0.3,,,simple_chamfer,False,False,-15.86
894,syn_000894.png,images/syn_000894.png,Ø57.63 -0.001/-0.004,Ø57.63,-0.001,-0.004,stacked_normal,False,False,0.02
895,syn_000895.png,images/syn_000895.png,C1.0,C1.0,,,simple_chamfer,False,False,-0.61
896,syn_000896.png,images/syn_000896.png,Ø45.586 -0.003/-0.006,Ø45.586,-0.003,-0.006,stacked_normal,False,False,-0.59
897,syn_000897.png,images/syn_000897.png,8±0.005,8,+0.005,-0.005,symmetric_tight,False,False,0.24
898,syn_000898.png,images/syn_000898.png,0.0338±0.005,0.0338,+0.005,-0.005,symmetric_tight,False,False,0.1
899,syn_000899.png,images/syn_000899.png,"30° 17' 14""","30° 17' 14""",,,angle_dms_full,False,False,0.48
900,syn_000900.png,images/syn_000900.png,"90° 18' 10""","90° 18' 10""",,,angle_dms_full,False,False,29.42
901,syn_000901.png,images/syn_000901.png,Ø0.743 +0.003/+0.001,Ø0.743,+0.003,+0.001,stacked_normal,False,False,0.55
902,syn_000902.png,images/syn_000902.png,32.565 +0.02/-0.02,32.565,+0.02,-0.02,stacked_normal,False,False,0.5
903,syn_000903.png,images/syn_000903.png,Ø24 +0.008/+0.005,Ø24,+0.008,+0.005,stacked_normal,False,False,0.51
904,syn_000904.png,images/syn_000904.png,50.00 0/-0.03,50.00,0,-0.03,stacked_normal,False,False,0.33
905,syn_000905.png,images/syn_000905.png,11.89 0/-0.05,11.89,0,-0.05,stacked_fraction,True,False,-0.51
906,syn_000906.png,images/syn_000906.png,R57.63 +0.004/+0.002,R57.63,+0.004,+0.002,stacked_normal,False,False,0.29
907,syn_000907.png,images/syn_000907.png,24.50 0/-0.002,24.50,0,-0.002,stacked_fraction,True,False,0.44
908,syn_000908.png,images/syn_000908.png,0.5°,0.5°,,,angle_decimal_deg,False,False,-0.59
909,syn_000909.png,images/syn_000909.png,59.655 +0.012/+0.01,59.655,+0.012,+0.01,stacked_fraction,True,False,2.16
910,syn_000910.png,images/syn_000910.png,4.110 +0.003/0,4.110,+0.003,0,stacked_fraction,True,False,0.08
911,syn_000911.png,images/syn_000911.png,0.25 +0.01/-0.005,0.25,+0.01,-0.005,stacked_fraction,True,False,0.43
912,syn_000912.png,images/syn_000912.png,86.555 +0.01/-0.005,86.555,+0.01,-0.005,stacked_normal,False,False,-0.24
913,syn_000913.png,images/syn_000913.png,"5°16'4""","5°16'4""",,,angle_dms_full,False,False,60.98
914,syn_000914.png,images/syn_000914.png,0.290 +0.03/0,0.290,+0.03,0,stacked_normal,False,False,-0.52
915,syn_000915.png,images/syn_000915.png,14.941 0/-0.005,14.941,0,-0.005,stacked_fraction,True,False,-0.0
916,syn_000916.png,images/syn_000916.png,30°±10',30°,+10',-10',angle_dms_tol,False,False,0.46
917,syn_000917.png,images/syn_000917.png,56.866 0/-0.02,56.866,0,-0.02,stacked_normal,False,False,0.58
918,syn_000918.png,images/syn_000918.png,Ø50.00 +0.004/+0.001,Ø50.00,+0.004,+0.001,stacked_fraction,True,False,0.42
919,syn_000919.png,images/syn_000919.png,28.65°,28.65°,,,angle_decimal_deg,False,False,-43.85
920,syn_000920.png,images/syn_000920.png,75.583 0/-0.015,75.583,0,-0.015,stacked_fraction,True,False,-0.06
921,syn_000921.png,images/syn_000921.png,0.262°,0.262°,,,angle_decimal_deg,False,False,60.11
922,syn_000922.png,images/syn_000922.png,0.4167 0/-0.02,0.4167,0,-0.02,stacked_normal,False,False,0.42
923,syn_000923.png,images/syn_000923.png,Ø7.525 +0.002/0,Ø7.525,+0.002,0,stacked_normal,False,False,-0.62
924,syn_000924.png,images/syn_000924.png,Ø10.687±0.015,Ø10.687,+0.015,-0.015,symmetric_tight,False,False,5.8
925,syn_000925.png,images/syn_000925.png,12.150 +0.012/+0.01,12.150,+0.012,+0.01,stacked_normal,False,False,0.78
926,syn_000926.png,images/syn_000926.png,R0.5 MIN,R0.5 MIN,,,simple_radius_corner,False,False,0.06
927,syn_000927.png,images/syn_000927.png,M15.030 -0.003/-0.005,M15.030,-0.003,-0.005,stacked_fraction,True,False,5.52
928,syn_000928.png,images/syn_000928.png,5 +0.02/0,5,+0.02,0,stacked_fraction,True,False,-4.0
929,syn_000929.png,images/syn_000929.png,11.189 0/-0.002,11.189,0,-0.002,stacked_normal,False,False,-0.23
930,syn_000930.png,images/syn_000930.png,R73.65 +0.002/0,R73.65,+0.002,0,stacked_normal,False,False,-0.66
931,syn_000931.png,images/syn_000931.png,Ø25±0.02,Ø25,+0.02,-0.02,symmetric_tight,False,False,-0.14
932,syn_000932.png,images/syn_000932.png,0.1296 +0.007/+0.005,0.1296,+0.007,+0.005,stacked_normal,False,False,-0.13
933,syn_000933.png,images/syn_000933.png,Ø0.008 0/-0.01,Ø0.008,0,-0.01,stacked_normal,False,False,-0.12
934,syn_000934.png,images/syn_000934.png,57.63 0/-0.005,57.63,0,-0.005,stacked_normal,False,False,2.54
935,syn_000935.png,images/syn_000935.png,4x M6,4x M6,,,simple_thread_qty,False,False,-0.15
936,syn_000936.png,images/syn_000936.png,0°25',0°25',,,angle_dms_min,False,False,29.97
937,syn_000937.png,images/syn_000937.png,0.2491 +0.03/0,0.2491,+0.03,0,stacked_fraction,True,False,-0.5
938,syn_000938.png,images/syn_000938.png,4.04,4.04,,,simple_nominal_plain,False,False,0.19
939,syn_000939.png,images/syn_000939.png,73.65,73.65,,,simple_nominal_plain,False,False,0.55
940,syn_000940.png,images/syn_000940.png,"45°33'15""","45°33'15""",,,angle_dms_full,False,False,-28.97
941,syn_000941.png,images/syn_000941.png,16.083 +0.01/-0.03,16.083,+0.01,-0.03,stacked_normal,False,False,0.28
942,syn_000942.png,images/syn_000942.png,4.04 0/-0.002,4.04,0,-0.002,stacked_fraction,True,False,0.14
943,syn_000943.png,images/syn_000943.png,90.5°,90.5°,,,angle_decimal_deg,False,False,-0.08
944,syn_000944.png,images/syn_000944.png,15°23',15°23',,,angle_dms_min,False,False,0.0
945,syn_000945.png,images/syn_000945.png,"0° 23' 41""","0° 23' 41""",,,angle_dms_full,False,False,0.53
946,syn_000946.png,images/syn_000946.png,Ø13.218 +0.02/-0.03,Ø13.218,+0.02,-0.03,stacked_normal,False,False,0.17
947,syn_000947.png,images/syn_000947.png,16.350 0/-0.015,16.350,0,-0.015,stacked_normal,False,False,1.77
948,syn_000948.png,images/syn_000948.png,2.160 -0.005/-0.01,2.160,-0.005,-0.01,stacked_normal,False,False,0.28
949,syn_000949.png,images/syn_000949.png,15.80 0/-0.005,15.80,0,-0.005,stacked_fraction,True,False,4.01
950,syn_000950.png,images/syn_000950.png,4x M6,4x M6,,,simple_thread_qty,False,False,-0.04
951,syn_000951.png,images/syn_000951.png,33.613 0/-0.015,33.613,0,-0.015,stacked_fraction,True,False,0.02
952,syn_000952.png,images/syn_000952.png,Ø2.160 0/-0.05,Ø2.160,0,-0.05,stacked_fraction,True,False,-5.68
953,syn_000953.png,images/syn_000953.png,1.25°,1.25°,,,angle_decimal_deg,False,False,-15.03
954,syn_000954.png,images/syn_000954.png,Ø4.04 +0.03/0,Ø4.04,+0.03,0,stacked_normal,False,False,0.26
955,syn_000955.png,images/syn_000955.png,12° 57',12° 57',,,angle_dms_min,False,False,-0.29
956,syn_000956.png,images/syn_000956.png,45°±30',45°,+30',-30',angle_dms_tol,False,False,-15.44
957,syn_000957.png,images/syn_000957.png,12.150 +0.015/0,12.150,+0.015,0,stacked_fraction,True,False,0.43
958,syn_000958.png,images/syn_000958.png,2.160 +0.015/-0.02,2.160,+0.015,-0.02,stacked_normal,False,False,-0.77
959,syn_000959.png,images/syn_000959.png,0.1208 0/-0.01,0.1208,0,-0.01,stacked_fraction,True,False,0.72
960,syn_000960.png,images/syn_000960.png,C0.25,C0.25,,,simple_chamfer,False,False,-0.21
961,syn_000961.png,images/syn_000961.png,50.324±0.015,50.324,+0.015,-0.015,symmetric_tight,False,False,0.25
962,syn_000962.png,images/syn_000962.png,50.00 +0.03/0,50.00,+0.03,0,stacked_normal,False,False,0.18
963,syn_000963.png,images/syn_000963.png,85.554 -0.003/-0.005,85.554,-0.003,-0.005,stacked_normal,False,False,0.08
964,syn_000964.png,images/syn_000964.png,15°±5',15°,+5',-5',angle_dms_tol,False,False,-16.21
965,syn_000965.png,images/syn_000965.png,C56.003 +0.02/0,C56.003,+0.02,0,stacked_fraction,True,False,0.13
966,syn_000966.png,images/syn_000966.png,(25.4),(25.4),,,simple_boxed_ref,False,False,-0.31
967,syn_000967.png,images/syn_000967.png,12.50 0/-0.008,12.50,0,-0.008,stacked_normal,False,False,-0.12
968,syn_000968.png,images/syn_000968.png,C0.25,C0.25,,,simple_chamfer,False,False,-15.24
969,syn_000969.png,images/syn_000969.png,12.50 0/-0.015,12.50,0,-0.015,stacked_normal,False,False,0.42
970,syn_000970.png,images/syn_000970.png,"0° 5' 9""","0° 5' 9""",,,angle_dms_full,False,False,-46.34
971,syn_000971.png,images/syn_000971.png,0.3561 -0.005/-0.01,0.3561,-0.005,-0.01,stacked_fraction,True,False,-0.61
972,syn_000972.png,images/syn_000972.png,12°30',12°30',,,angle_dms_min,False,False,45.18
973,syn_000973.png,images/syn_000973.png,12.160 +0.01/+0.005,12.160,+0.01,+0.005,stacked_normal,False,False,-0.65
974,syn_000974.png,images/syn_000974.png,R0.5,R0.5,,,simple_radius_corner,False,False,-29.37
975,syn_000975.png,images/syn_000975.png,67.284 +0.003/+0.001,67.284,+0.003,+0.001,stacked_fraction,True,False,0.19
976,syn_000976.png,images/syn_000976.png,0.290 +0.01/0,0.290,+0.01,0,stacked_fraction,True,False,-0.08
977,syn_000977.png,images/syn_000977.png,11.89 0/-0.002,11.89,0,-0.002,stacked_normal,False,False,0.67
978,syn_000978.png,images/syn_000978.png,Ø16,Ø16,,,simple_diameter,False,False,-0.43
979,syn_000979.png,images/syn_000979.png,37.463 +0.03/0,37.463,+0.03,0,stacked_fraction,True,False,-0.58
980,syn_000980.png,images/syn_000980.png,20±0.02,20,+0.02,-0.02,symmetric_tight,False,False,0.35
981,syn_000981.png,images/syn_000981.png,86.026 +0.007/+0.002,86.026,+0.007,+0.002,stacked_normal,False,False,-0.18
982,syn_000982.png,images/syn_000982.png,R50.00 +0.01/0,R50.00,+0.01,0,stacked_fraction,True,False,0.7
983,syn_000983.png,images/syn_000983.png,73.65±0.025,73.65,+0.025,-0.025,symmetric_tight,False,False,-0.43
984,syn_000984.png,images/syn_000984.png,Ø61.180 +0.01/+0.005,Ø61.180,+0.01,+0.005,stacked_normal,False,False,-0.1
985,syn_000985.png,images/syn_000985.png,3.340 +0.01/0,3.340,+0.01,0,stacked_normal,False,False,-0.73
986,syn_000986.png,images/syn_000986.png,4.026 -0.003/-0.005,4.026,-0.003,-0.005,stacked_fraction,True,False,-0.11
987,syn_000987.png,images/syn_000987.png,"2°45'24""","2°45'24""",,,angle_dms_full,False,False,-61.07
988,syn_000988.png,images/syn_000988.png,4X M6,4X M6,,,simple_thread_qty,False,False,0.13
989,syn_000989.png,images/syn_000989.png,R0.1,R0.1,,,simple_radius_corner,False,False,13.73
990,syn_000990.png,images/syn_000990.png,84.660±0.1,84.660,+0.1,-0.1,symmetric_tight,False,False,0.05
991,syn_000991.png,images/syn_000991.png,2.75 +0.01/0,2.75,+0.01,0,stacked_normal,False,False,-0.23
992,syn_000992.png,images/syn_000992.png,R1.5MIN,R1.5MIN,,,simple_radius_corner,False,False,-0.64
993,syn_000993.png,images/syn_000993.png,Ø0.008 0/-0.01,Ø0.008,0,-0.01,stacked_fraction,True,False,-0.06
994,syn_000994.png,images/syn_000994.png,4.04 +0.007/+0.002,4.04,+0.007,+0.002,stacked_fraction,True,False,-0.37
995,syn_000995.png,images/syn_000995.png,12 +0.003/0,12,+0.003,0,stacked_normal,False,False,-0.55
996,syn_000996.png,images/syn_000996.png,30°±10',30°,+10',-10',angle_dms_tol,False,False,0.67
997,syn_000997.png,images/syn_000997.png,Ø4.04 -0.005/-0.007,Ø4.04,-0.005,-0.007,stacked_normal,False,False,-0.76
998,syn_000998.png,images/syn_000998.png,Ø8.308 +0.003/+0.001,Ø8.308,+0.003,+0.001,stacked_normal,False,False,-0.41
999,syn_000999.png,images/syn_000999.png,5±0.015,5,+0.015,-0.015,symmetric_tight,False,False,0.73
1000,syn_001000.png,images/syn_001000.png,C74.805 +0.005/0,C74.805,+0.005,0,stacked_fraction,True,False,-0.36
1001,syn_001001.png,images/syn_001001.png,0.941 +0.015/-0.01,0.941,+0.015,-0.01,stacked_normal,False,False,0.52
1002,syn_001002.png,images/syn_001002.png,5.04 +0.002/0,5.04,+0.002,0,stacked_normal,False,False,-0.21
1003,syn_001003.png,images/syn_001003.png,R0.05 MIN,R0.05 MIN,,,simple_radius_corner,False,False,-45.83
1004,syn_001004.png,images/syn_001004.png,C0.25,C0.25,,,simple_chamfer,False,False,-0.04
1005,syn_001005.png,images/syn_001005.png,50.00±0.02,50.00,+0.02,-0.02,symmetric_tight,False,False,-0.32
1006,syn_001006.png,images/syn_001006.png,50.00 0/-0.008,50.00,0,-0.008,stacked_normal,False,False,0.4
1007,syn_001007.png,images/syn_001007.png,4.04 0/-0.015,4.04,0,-0.015,stacked_fraction,True,False,0.02
1008,syn_001008.png,images/syn_001008.png,16.350±0.025,16.350,+0.025,-0.025,symmetric_tight,False,False,0.6
1009,syn_001009.png,images/syn_001009.png,R56.003 +0.004/+0.002,R56.003,+0.004,+0.002,stacked_normal,False,False,-0.25
1010,syn_001010.png,images/syn_001010.png,Ø24.5,Ø24.5,,,simple_diameter,False,False,0.6
1011,syn_001011.png,images/syn_001011.png,76.653±0.002,76.653,+0.002,-0.002,symmetric_tight,False,False,-0.58
1012,syn_001012.png,images/syn_001012.png,Ø73.65 +0.013/+0.01,Ø73.65,+0.013,+0.01,stacked_fraction,True,False,-0.72
1013,syn_001013.png,images/syn_001013.png,R77.772±0.02,R77.772,+0.02,-0.02,symmetric_tight,False,False,0.64
1014,syn_001014.png,images/syn_001014.png,73.65 +0.02/0,73.65,+0.02,0,stacked_fraction,True,False,4.85
1015,syn_001015.png,images/syn_001015.png,C0.652 0/-0.002,C0.652,0,-0.002,stacked_normal,False,False,-1.95
1016,syn_001016.png,images/syn_001016.png,R16.350 +0.05/-0.002,R16.350,+0.05,-0.002,stacked_normal,False,False,-0.14
1017,syn_001017.png,images/syn_001017.png,0.0168 +0.05/-0.01,0.0168,+0.05,-0.01,stacked_fraction,True,False,-0.05
1018,syn_001018.png,images/syn_001018.png,Ø50.00 +0.01/0,Ø50.00,+0.01,0,stacked_fraction,True,False,-0.58
1019,syn_001019.png,images/syn_001019.png,M90.144 0/-0.008,M90.144,0,-0.008,stacked_fraction,True,False,-0.46
1020,syn_001020.png,images/syn_001020.png,26.197 +0.015/0,26.197,+0.015,0,stacked_normal,False,False,-0.43
1021,syn_001021.png,images/syn_001021.png,R25 -0.01/-0.013,R25,-0.01,-0.013,stacked_normal,False,False,-0.62
1022,syn_001022.png,images/syn_001022.png,C1.5,C1.5,,,simple_chamfer,False,False,45.23
1023,syn_001023.png,images/syn_001023.png,22.350 -0.001/-0.004,22.350,-0.001,-0.004,stacked_normal,False,False,0.33
1024,syn_001024.png,images/syn_001024.png,0.652 -0.003/-0.008,0.652,-0.003,-0.008,stacked_fraction,True,False,1.93
1025,syn_001025.png,images/syn_001025.png,20 +0.01/-0.02,20,+0.01,-0.02,stacked_normal,False,False,0.61
1026,syn_001026.png,images/syn_001026.png,66.119±0.002,66.119,+0.002,-0.002,symmetric_tight,False,False,0.14
1027,syn_001027.png,images/syn_001027.png,5° 53',5° 53',,,angle_dms_min,False,False,29.39
1028,syn_001028.png,images/syn_001028.png,Ø0.3719 +0.015/0,Ø0.3719,+0.015,0,stacked_normal,False,False,0.02
1029,syn_001029.png,images/syn_001029.png,R12.160±0.025,R12.160,+0.025,-0.025,symmetric_tight,False,False,0.67
1030,syn_001030.png,images/syn_001030.png,81.674 -0.003/-0.008,81.674,-0.003,-0.008,stacked_fraction,True,False,-0.41
1031,syn_001031.png,images/syn_001031.png,Ø8.308 -0.001/-0.006,Ø8.308,-0.001,-0.006,stacked_fraction,True,False,0.45
1032,syn_001032.png,images/syn_001032.png,35.474 +0.01/0,35.474,+0.01,0,stacked_normal,False,False,-0.03
1033,syn_001033.png,images/syn_001033.png,Ø0.25 0/-0.05,Ø0.25,0,-0.05,stacked_normal,False,False,-1.18
1034,syn_001034.png,images/syn_001034.png,2.094°,2.094°,,,angle_decimal_deg,False,False,-58.68
1035,syn_001035.png,images/syn_001035.png,2.094°,2.094°,,,angle_decimal_deg,False,False,-31.11
1036,syn_001036.png,images/syn_001036.png,74.727 -0.005/-0.01,74.727,-0.005,-0.01,stacked_fraction,True,False,0.18
1037,syn_001037.png,images/syn_001037.png,R7.525 -0.002/-0.007,R7.525,-0.002,-0.007,stacked_fraction,True,False,-0.67
1038,syn_001038.png,images/syn_001038.png,75 +0.03/0,75,+0.03,0,stacked_normal,False,False,0.25
1039,syn_001039.png,images/syn_001039.png,53.384±0.02,53.384,+0.02,-0.02,symmetric_tight,False,False,-0.28
1040,syn_001040.png,images/syn_001040.png,R0.2MIN,R0.2MIN,,,simple_radius_corner,False,False,0.68
1041,syn_001041.png,images/syn_001041.png,1.25°,1.25°,,,angle_decimal_deg,False,False,-0.08
1042,syn_001042.png,images/syn_001042.png,C1.0,C1.0,,,simple_chamfer,False,False,-58.99
1043,syn_001043.png,images/syn_001043.png,28.65°,28.65°,,,angle_decimal_deg,False,False,59.44
1044,syn_001044.png,images/syn_001044.png,4.04 +0.015/0,4.04,+0.015,0,stacked_fraction,True,False,0.76
1045,syn_001045.png,images/syn_001045.png,M50.324 -0.005/-0.008,M50.324,-0.005,-0.008,stacked_normal,False,False,-0.35
1046,syn_001046.png,images/syn_001046.png,4.04 +0.015/+0.01,4.04,+0.015,+0.01,stacked_normal,False,False,0.37
1047,syn_001047.png,images/syn_001047.png,15.80 -0.002/-0.004,15.80,-0.002,-0.004,stacked_fraction,True,False,-0.39
1048,syn_001048.png,images/syn_001048.png,R76.105 0/-0.005,R76.105,0,-0.005,stacked_normal,False,False,-0.6
1049,syn_001049.png,images/syn_001049.png,R24.50 +0.01/0,R24.50,+0.01,0,stacked_normal,False,False,0.63
1050,syn_001050.png,images/syn_001050.png,73.65 +0.003/0,73.65,+0.003,0,stacked_normal,False,False,0.24
1051,syn_001051.png,images/syn_001051.png,8.308±0.02,8.308,+0.02,-0.02,symmetric_tight,False,False,0.32
1052,syn_001052.png,images/syn_001052.png,"90°49'57""","90°49'57""",,,angle_dms_full,False,False,-30.5
1053,syn_001053.png,images/syn_001053.png,C81.029 +0.05/0,C81.029,+0.05,0,stacked_fraction,True,False,0.29
1054,syn_001054.png,images/syn_001054.png,Ø7.221 +0.03/0,Ø7.221,+0.03,0,stacked_normal,False,False,0.4
1055,syn_001055.png,images/syn_001055.png,2.75 0/-0.03,2.75,0,-0.03,stacked_fraction,True,False,0.26
1056,syn_001056.png,images/syn_001056.png,90°22',90°22',,,angle_dms_min,False,False,16.22
1057,syn_001057.png,images/syn_001057.png,30°±0.5°,30°,+0.5°,-0.5°,angle_dms_tol,False,False,-0.36
1058,syn_001058.png,images/syn_001058.png,15 0/-0.015,15,0,-0.015,stacked_normal,False,False,-0.8
1059,syn_001059.png,images/syn_001059.png,5±0.1,5,+0.1,-0.1,symmetric_tight,False,False,1.76
1060,syn_001060.png,images/syn_001060.png,17.544,17.544,,,simple_nominal_plain,False,False,0.56
1061,syn_001061.png,images/syn_001061.png,4.04,4.04,,,simple_nominal_plain,False,False,-0.19
1062,syn_001062.png,images/syn_001062.png,Ø44.963 -0.003/-0.008,Ø44.963,-0.003,-0.008,stacked_fraction,True,False,-0.69
1063,syn_001063.png,images/syn_001063.png,30.910±0.002,30.910,+0.002,-0.002,symmetric_tight,False,False,-0.65
1064,syn_001064.png,images/syn_001064.png,35.726 +0.05/0,35.726,+0.05,0,stacked_normal,False,False,-0.59
1065,syn_001065.png,images/syn_001065.png,Ø0.4660 0/-0.008,Ø0.4660,0,-0.008,stacked_fraction,True,False,0.7
1066,syn_001066.png,images/syn_001066.png,Ø70.587 0/-0.015,Ø70.587,0,-0.015,stacked_fraction,True,False,0.67
1067,syn_001067.png,images/syn_001067.png,Ø10 +0.05/-0.01,Ø10,+0.05,-0.01,stacked_normal,False,False,-0.19
1068,syn_001068.png,images/syn_001068.png,Ø50±0.025,Ø50,+0.025,-0.025,symmetric_tight,False,False,0.49
1069,syn_001069.png,images/syn_001069.png,24.50 0/-0.02,24.50,0,-0.02,stacked_fraction,True,False,0.25
1070,syn_001070.png,images/syn_001070.png,54.040 +0.01/0,54.040,+0.01,0,stacked_fraction,True,False,-2.86
1071,syn_001071.png,images/syn_001071.png,Ø6,Ø6,,,simple_diameter,False,False,0.08
1072,syn_001072.png,images/syn_001072.png,56.866 0/-0.03,56.866,0,-0.03,stacked_fraction,True,False,0.53
1073,syn_001073.png,images/syn_001073.png,0.3656 0/-0.02,0.3656,0,-0.02,stacked_normal,False,False,-0.43
1074,syn_001074.png,images/syn_001074.png,2.75 0/-0.015,2.75,0,-0.015,stacked_normal,False,False,-0.31
1075,syn_001075.png,images/syn_001075.png,"15°53'27""","15°53'27""",,,angle_dms_full,False,False,44.17
1076,syn_001076.png,images/syn_001076.png,C0.3,C0.3,,,simple_chamfer,False,False,-0.22
1077,syn_001077.png,images/syn_001077.png,Ø8,Ø8,,,simple_diameter,False,False,0.49
1078,syn_001078.png,images/syn_001078.png,0.017°,0.017°,,,angle_decimal_deg,False,False,-14.02
